id,MyName,LikeMovie,Gender,Age,Story,Entertainment,Effect,Cast,Q2_word,district1,district2
65ddebacfc13ae1d74cd383c,Letta,YES,Female,21-40,5,3,4,4,,HK,HK-NO_North
65ddebacfc13ae1d74cd383d,Roby,YES,Male,> 60,2,4,3,4,,KLN,HK-SS_Sham Shui Po
65ddebacfc13ae1d74cd383e,Yasmin,YES,Female,> 60,4,2,5,4,,HK,HK-WC_Wan Chai
65ddebacfc13ae1d74cd383f,Alain,YES,Female,41-60,3,1,1,5,,KLN,HK-YT_Yau Tsim Mong
65ddebacfc13ae1d74cd3840,Pooh,YES,Female,21-40,1,5,5,3,,KLN,HK-SS_Sham Shui Po
65ddebacfc13ae1d74cd3841,Mitzi,NO,Male,< 20,3,3,4,4,,KLN,HK-SS_Sham Shui Po
65ddebacfc13ae1d74cd3842,Appolonia,YES,Male,21-40,3,1,2,3,,KLN,HK-WT_Wong Tai Sin
65ddebacfc13ae1d74cd3843,Maria,YES,Female,< 20,5,3,1,5,,HK,HK-CW_Central and Western
65ddebacfc13ae1d74cd3844,Rodolfo,YES,Female,< 20,5,1,5,2,,KLN,HK-YT_Yau Tsim Mong
65ddebacfc13ae1d74cd3845,Osborne,YES,Male,< 20,4,3,3,2,,NT,HK-ST_Sha Tin
65ddebacfc13ae1d74cd3846,Abraham,NO,Female,41-60,4,3,1,4,,HK,HK-WC_Wan Chai
65ddebacfc13ae1d74cd3847,Pincas,YES,Male,21-40,4,5,5,3,,KLN,HK-WT_Wong Tai Sin
65ddebacfc13ae1d74cd3848,Charley,YES,Male,> 60,1,3,1,5,,HK,HK-EA_Eastern
65ddebacfc13ae1d74cd3849,Oliver,YES,Male,< 20,3,2,4,3,,KLN,HK-SS_Sham Shui Po
65ddebacfc13ae1d74cd384a,Garwin,YES,Male,< 20,1,3,4,4,,KLN,HK-KC_Kowloon City
65ddebacfc13ae1d74cd384b,Pattin,YES,Female,< 20,2,3,1,4,,KLN,HK-WT_Wong Tai Sin
65ddebacfc13ae1d74cd384c,Filberte,YES,Female,< 20,2,3,4,3,,HK,HK-KI_Kwai Tsing
65ddebacfc13ae1d74cd384d,Benny,YES,Female,21-40,1,3,1,3,,KLN,HK-YT_Yau Tsim Mong
65ddebacfc13ae1d74cd384e,Britni,NO,Female,< 20,2,3,4,5,,KLN,HK-KC_Kowloon City
65ddebacfc13ae1d74cd384f,Ofilia,YES,Male,< 20,5,2,2,1,,KLN,HK-SS_Sham Shui Po
65ddebacfc13ae1d74cd3850,Mimi,YES,Male,41-60,2,3,1,5,,KLN,HK-YT_Yau Tsim Mong
65ddebacfc13ae1d74cd3851,Abe,YES,Male,< 20,3,1,1,3,,NT,HK-TM_Tusen Mun
65ddebacfc13ae1d74cd3852,Randi,YES,Female,< 20,3,1,4,4,,HK,HK-NO_North
65ddebacfc13ae1d74cd3853,De witt,YES,Male,< 20,5,4,3,5,,HK,HK-EA_Eastern
65ddebacfc13ae1d74cd3854,Richy,YES,Female,21-40,5,4,4,4,,NT,HK-SK_Sai Kung
65ddebacfc13ae1d74cd3855,Devinne,YES,Female,> 60,5,1,3,5,,NT,HK-TM_Tusen Mun
65ddebacfc13ae1d74cd3856,Pru,YES,Female,< 20,3,3,2,1,,NT,HK-TW_Tsun Wan
65ddebacfc13ae1d74cd3857,Dulcea,YES,Male,41-60,5,5,2,2,,NT,HK-TW_Tsun Wan
65ddebacfc13ae1d74cd3858,Mildrid,YES,Male,< 20,4,5,1,2,,HK,HK-WC_Wan Chai
65ddebacfc13ae1d74cd3859,Mauricio,YES,Male,21-40,2,1,4,4,,NT,HK-IS_Island
65ddebacfc13ae1d74cd385a,Mandie,YES,Male,< 20,3,3,5,2,,NT,HK-TP_Tai Po
65ddebacfc13ae1d74cd385b,Tasia,YES,Female,21-40,4,1,3,5,,HK,HK-NO_North
65ddebacfc13ae1d74cd385c,Heriberto,YES,Male,21-40,4,4,1,5,,HK,HK-EA_Eastern
65ddebacfc13ae1d74cd385d,Andreas,YES,Female,21-40,2,4,3,4,,HK,HK-KI_Kwai Tsing
65ddebacfc13ae1d74cd385e,Jessie,YES,Male,< 20,4,3,3,5,,HK,HK-WC_Wan Chai
65ddebacfc13ae1d74cd385f,Tasha,YES,Male,< 20,2,5,3,3,,KLN,HK-WT_Wong Tai Sin
65ddebacfc13ae1d74cd3860,Tamqrah,YES,Male,21-40,1,5,3,4,,HK,HK-CW_Central and Western
65ddebacfc13ae1d74cd3861,Irving,YES,Male,< 20,2,1,5,3,,HK,HK-NO_North
65ddebacfc13ae1d74cd3862,Doe,YES,Female,21-40,1,2,2,3,,NT,HK-IS_Island
65ddebacfc13ae1d74cd3863,Hill,YES,Male,< 20,2,2,4,1,,HK,HK-WC_Wan Chai
65ddebacfc13ae1d74cd3864,Marylou,YES,Male,< 20,3,3,4,1,,NT,HK-IS_Island
65ddebacfc13ae1d74cd3865,Tim,NO,Male,41-60,4,3,5,3,,HK,HK-KI_Kwai Tsing
65ddebacfc13ae1d74cd3866,Hedvige,YES,Male,< 20,2,5,4,4,,NT,HK-YL_Yuen Long
65ddebacfc13ae1d74cd3867,Cathrine,YES,Male,21-40,4,2,2,3,,NT,HK-YL_Yuen Long
65ddebacfc13ae1d74cd3868,Sherline,YES,Female,< 20,2,5,5,3,,HK,HK-CW_Central and Western
65ddebacfc13ae1d74cd3869,Claudette,YES,Female,21-40,5,4,3,2,,KLN,HK-YT_Yau Tsim Mong
65ddebacfc13ae1d74cd386a,Latia,NO,Male,21-40,3,3,4,3,,NT,HK-ST_Sha Tin
65ddebacfc13ae1d74cd386b,Amalea,YES,Male,< 20,1,4,4,3,,HK,HK-CW_Central and Western
65ddebacfc13ae1d74cd386c,Barrie,YES,Female,< 20,4,2,4,5,,KLN,HK-KU_Kwun Tong
65ddebacfc13ae1d74cd386d,Herby,YES,Female,< 20,3,5,4,5,,KLN,HK-KC_Kowloon City
65ddebacfc13ae1d74cd386e,Tuckie,YES,Female,< 20,3,4,2,2,,HK,HK-SO_Southern
65ddebacfc13ae1d74cd386f,Jeanne,YES,Female,> 60,3,1,5,1,,HK,HK-WC_Wan Chai
65ddebacfc13ae1d74cd3870,Bendix,NO,Female,< 20,2,3,5,3,,NT,HK-TW_Tsun Wan
65ddebacfc13ae1d74cd3871,Marlo,YES,Male,< 20,1,5,1,2,,NT,HK-ST_Sha Tin
65ddebacfc13ae1d74cd3872,Niko,YES,Male,< 20,4,4,2,3,,NT,HK-TW_Tsun Wan
65ddebacfc13ae1d74cd3873,Dorotea,YES,Male,21-40,4,4,5,3,,NT,HK-SK_Sai Kung
65ddebacfc13ae1d74cd3874,Pyotr,YES,Male,< 20,3,2,3,1,,KLN,HK-KU_Kwun Tong
65ddebacfc13ae1d74cd3875,Stacey,YES,Male,21-40,5,1,5,2,,NT,HK-SK_Sai Kung
65ddebacfc13ae1d74cd3876,Farley,YES,Female,< 20,2,2,3,2,,HK,HK-NO_North
65ddebacfc13ae1d74cd3877,Trent,YES,Female,41-60,1,5,4,5,,HK,HK-WC_Wan Chai
65ddebacfc13ae1d74cd3878,Polly,YES,Female,> 60,4,5,3,4,,KLN,HK-SS_Sham Shui Po
65ddebacfc13ae1d74cd3879,Raphaela,YES,Female,21-40,1,4,2,3,,KLN,HK-KC_Kowloon City
65ddebacfc13ae1d74cd387a,Toddie,YES,Female,< 20,3,5,1,3,,KLN,HK-SS_Sham Shui Po
65ddebacfc13ae1d74cd387b,Andra,YES,Male,< 20,1,2,4,5,,HK,HK-KI_Kwai Tsing
65ddebacfc13ae1d74cd387c,Alvis,YES,Female,< 20,2,4,4,2,,HK,HK-SO_Southern
65ddebacfc13ae1d74cd387d,Ginevra,YES,Female,21-40,2,5,3,3,,NT,HK-IS_Island
65ddebacfc13ae1d74cd387e,Binnie,NO,Male,> 60,3,4,3,4,,HK,HK-SO_Southern
65ddebacfc13ae1d74cd387f,Horatius,YES,Female,> 60,2,2,1,1,,HK,HK-CW_Central and Western
65ddebacfc13ae1d74cd3880,Ted,YES,Male,41-60,4,2,2,2,,HK,HK-NO_North
65ddebacfc13ae1d74cd3881,Tami,YES,Female,21-40,3,2,1,3,,HK,HK-EA_Eastern
65ddebacfc13ae1d74cd3882,Marcelia,YES,Female,< 20,1,3,3,2,,HK,HK-SO_Southern
65ddebacfc13ae1d74cd3883,Yasmin,YES,Male,21-40,5,3,5,3,,NT,HK-IS_Island
65ddebacfc13ae1d74cd3884,Brien,YES,Male,21-40,2,2,5,3,,NT,HK-SK_Sai Kung
65ddebacfc13ae1d74cd3885,Udell,YES,Male,> 60,5,4,4,1,,HK,HK-KI_Kwai Tsing
65ddebacfc13ae1d74cd3886,Dre,YES,Female,41-60,3,4,3,2,,KLN,HK-WT_Wong Tai Sin
65ddebacfc13ae1d74cd3887,Gwendolyn,YES,Male,21-40,3,5,1,2,,KLN,HK-KC_Kowloon City
65ddebacfc13ae1d74cd3888,Maible,YES,Male,41-60,1,1,2,2,,NT,HK-TM_Tusen Mun
65ddebacfc13ae1d74cd3889,Den,YES,Male,< 20,2,4,3,1,,KLN,HK-WT_Wong Tai Sin
65ddebacfc13ae1d74cd388a,Bethanne,YES,Female,41-60,2,1,1,3,,HK,HK-CW_Central and Western
65ddebacfc13ae1d74cd388b,Naomi,YES,Male,21-40,2,4,4,4,,KLN,HK-WT_Wong Tai Sin
65ddebacfc13ae1d74cd388c,Drud,YES,Female,< 20,2,3,2,3,,HK,HK-SO_Southern
65ddebacfc13ae1d74cd388d,Humphrey,YES,Female,< 20,1,4,5,4,,HK,HK-EA_Eastern
65ddebacfc13ae1d74cd388e,Herve,YES,Female,< 20,3,2,5,1,,NT,HK-SK_Sai Kung
65ddebacfc13ae1d74cd388f,Reinaldo,YES,Male,< 20,5,3,5,3,,KLN,HK-KC_Kowloon City
65ddebacfc13ae1d74cd3890,Haskell,NO,Male,< 20,4,5,3,2,,NT,HK-SK_Sai Kung
65ddebacfc13ae1d74cd3891,Leicester,YES,Female,< 20,2,3,5,5,,HK,HK-NO_North
65ddebacfc13ae1d74cd3892,Michell,YES,Female,41-60,3,2,3,3,,KLN,HK-YT_Yau Tsim Mong
65ddebacfc13ae1d74cd3893,Natal,YES,Female,< 20,1,4,2,4,,HK,HK-SO_Southern
65ddebacfc13ae1d74cd3894,Sherwood,YES,Female,> 60,5,5,5,1,,KLN,HK-KU_Kwun Tong
65ddebacfc13ae1d74cd3895,Garfield,YES,Male,21-40,1,5,2,1,,NT,HK-TM_Tusen Mun
65ddebacfc13ae1d74cd3896,Mavra,YES,Female,41-60,4,2,1,1,,HK,HK-CW_Central and Western
65ddebacfc13ae1d74cd3897,Gordan,YES,Male,< 20,3,1,1,4,,NT,HK-ST_Sha Tin
65ddebacfc13ae1d74cd3898,Eugine,YES,Male,< 20,1,4,5,4,,HK,HK-WC_Wan Chai
65ddebacfc13ae1d74cd3899,Lenka,NO,Female,> 60,4,1,3,3,,KLN,HK-KC_Kowloon City
65ddebacfc13ae1d74cd389a,Avivah,YES,Male,41-60,3,2,5,3,,NT,HK-TM_Tusen Mun
65ddebacfc13ae1d74cd389b,Berny,YES,Female,21-40,5,3,3,2,,HK,HK-EA_Eastern
65ddebacfc13ae1d74cd389c,Harris,YES,Female,< 20,1,5,2,2,,HK,HK-NO_North
65ddebacfc13ae1d74cd389d,Kary,YES,Female,> 60,5,5,4,1,,NT,HK-TP_Tai Po
65ddebacfc13ae1d74cd389e,Finlay,YES,Male,> 60,3,4,1,3,,HK,HK-SO_Southern
65ddebacfc13ae1d74cd389f,Reinold,YES,Male,< 20,4,2,2,2,,NT,HK-TW_Tsun Wan
65ddebacfc13ae1d74cd38a0,Hildy,YES,Male,41-60,5,3,3,1,,NT,HK-ST_Sha Tin
65ddebacfc13ae1d74cd38a1,Constantino,NO,Male,< 20,2,1,5,4,,NT,HK-YL_Yuen Long
65ddebacfc13ae1d74cd38a2,Keslie,NO,Male,< 20,4,1,4,1,,KLN,HK-KU_Kwun Tong
65ddebacfc13ae1d74cd38a3,Cher,YES,Female,< 20,4,4,1,1,,NT,HK-IS_Island
65ddebacfc13ae1d74cd38a4,Lisette,YES,Female,> 60,3,4,5,3,,KLN,HK-WT_Wong Tai Sin
65ddebacfc13ae1d74cd38a5,Cart,YES,Male,21-40,2,3,5,3,,KLN,HK-YT_Yau Tsim Mong
65ddebacfc13ae1d74cd38a6,Harmonie,YES,Female,< 20,1,3,3,1,,NT,HK-TM_Tusen Mun
65ddebacfc13ae1d74cd38a7,Claiborne,YES,Female,21-40,5,5,4,5,,NT,HK-IS_Island
65ddebacfc13ae1d74cd38a8,Lethia,YES,Female,21-40,2,4,4,1,,NT,HK-IS_Island
65ddebacfc13ae1d74cd38a9,Creight,YES,Male,41-60,3,1,3,1,,HK,HK-WC_Wan Chai
65ddebacfc13ae1d74cd38aa,Connor,YES,Female,< 20,2,4,4,3,,KLN,HK-WT_Wong Tai Sin
65ddebacfc13ae1d74cd38ab,Drugi,YES,Female,< 20,1,5,4,5,,KLN,HK-SS_Sham Shui Po
65ddebacfc13ae1d74cd38ac,Meta,YES,Male,21-40,5,1,3,4,,NT,HK-YL_Yuen Long
65ddebacfc13ae1d74cd38ad,Noelle,YES,Female,21-40,4,3,4,1,,KLN,HK-KU_Kwun Tong
65ddebacfc13ae1d74cd38ae,Case,NO,Female,> 60,2,3,3,1,,NT,HK-TW_Tsun Wan
65ddebacfc13ae1d74cd38af,Etienne,YES,Male,21-40,5,3,3,3,,KLN,HK-WT_Wong Tai Sin
65ddebacfc13ae1d74cd38b0,Kesley,YES,Male,21-40,3,2,1,4,,NT,HK-IS_Island
65ddebacfc13ae1d74cd38b1,Scotti,YES,Male,21-40,5,4,1,2,,NT,HK-TW_Tsun Wan
65ddebacfc13ae1d74cd38b2,Deina,YES,Female,< 20,2,4,4,2,,NT,HK-TP_Tai Po
65ddebacfc13ae1d74cd38b3,Kendra,YES,Female,< 20,4,3,3,1,,KLN,HK-YT_Yau Tsim Mong
65ddebacfc13ae1d74cd38b4,Hastings,YES,Female,< 20,4,4,4,4,,NT,HK-IS_Island
65ddebacfc13ae1d74cd38b5,Courtenay,NO,Male,41-60,2,5,1,1,,KLN,HK-KU_Kwun Tong
65ddebacfc13ae1d74cd38b6,Igor,YES,Male,21-40,1,2,4,4,,HK,HK-CW_Central and Western
65ddebacfc13ae1d74cd38b7,Margarete,YES,Male,21-40,1,3,1,4,,HK,HK-NO_North
65ddebacfc13ae1d74cd38b8,Nan,YES,Female,41-60,4,2,4,1,,KLN,HK-SS_Sham Shui Po
65ddebacfc13ae1d74cd38b9,Kerby,YES,Female,21-40,4,3,5,3,,KLN,HK-KC_Kowloon City
65ddebacfc13ae1d74cd38ba,Jodie,YES,Male,21-40,3,3,3,1,,KLN,HK-KC_Kowloon City
65ddebacfc13ae1d74cd38bb,Allin,YES,Male,< 20,5,1,1,4,,KLN,HK-YT_Yau Tsim Mong
65ddebacfc13ae1d74cd38bc,Cassie,NO,Female,21-40,3,2,5,5,,KLN,HK-KU_Kwun Tong
65ddebacfc13ae1d74cd38bd,Fergus,YES,Male,21-40,2,4,5,5,,NT,HK-ST_Sha Tin
65ddebacfc13ae1d74cd38be,Paola,YES,Male,< 20,3,2,3,1,,NT,HK-TP_Tai Po
65ddebacfc13ae1d74cd38bf,Cash,YES,Male,21-40,3,2,5,4,,NT,HK-TP_Tai Po
65ddebacfc13ae1d74cd38c0,Davis,YES,Male,< 20,4,4,5,4,,KLN,HK-KC_Kowloon City
65ddebacfc13ae1d74cd38c1,Dian,YES,Male,< 20,5,3,5,2,,NT,HK-SK_Sai Kung
65ddebacfc13ae1d74cd38c2,Bertina,NO,Male,21-40,3,2,4,5,,HK,HK-WC_Wan Chai
65ddebacfc13ae1d74cd38c3,Elisabeth,YES,Male,> 60,5,2,1,5,,HK,HK-EA_Eastern
65ddebacfc13ae1d74cd38c4,Stephan,YES,Male,> 60,3,4,1,3,,KLN,HK-YT_Yau Tsim Mong
65ddebacfc13ae1d74cd38c5,Cori,NO,Male,> 60,3,3,3,5,,KLN,HK-KC_Kowloon City
65ddebacfc13ae1d74cd38c6,Taylor,YES,Female,21-40,5,3,3,3,,HK,HK-NO_North
65ddebacfc13ae1d74cd38c7,Franciskus,YES,Female,< 20,4,5,5,5,,NT,HK-TW_Tsun Wan
65ddebacfc13ae1d74cd38c8,Heddi,NO,Female,> 60,5,5,1,1,,HK,HK-CW_Central and Western
65ddebacfc13ae1d74cd38c9,Maggy,YES,Male,< 20,5,2,5,2,,NT,HK-TW_Tsun Wan
65ddebacfc13ae1d74cd38ca,Lexi,YES,Female,21-40,2,3,5,1,,HK,HK-NO_North
65ddebacfc13ae1d74cd38cb,Kristine,YES,Female,< 20,3,2,4,5,,KLN,HK-KC_Kowloon City
65ddebacfc13ae1d74cd38cc,Kaitlynn,YES,Female,< 20,1,4,4,5,,HK,HK-NO_North
65ddebacfc13ae1d74cd38cd,Lucie,YES,Male,21-40,5,1,3,5,,NT,HK-YL_Yuen Long
65ddebacfc13ae1d74cd38ce,Noelyn,YES,Female,41-60,2,5,2,1,,KLN,HK-WT_Wong Tai Sin
65ddebacfc13ae1d74cd38cf,Kain,YES,Female,< 20,2,5,2,5,,KLN,HK-KC_Kowloon City
65ddebacfc13ae1d74cd38d0,Veronica,NO,Female,< 20,5,5,4,4,,HK,HK-SO_Southern
65ddebacfc13ae1d74cd38d1,Leanor,YES,Male,41-60,2,5,3,3,,KLN,HK-KC_Kowloon City
65ddebacfc13ae1d74cd38d2,Heinrik,YES,Male,21-40,3,2,5,4,,HK,HK-KI_Kwai Tsing
65ddebacfc13ae1d74cd38d3,Egon,YES,Male,< 20,2,4,3,2,,NT,HK-TM_Tusen Mun
65ddebacfc13ae1d74cd38d4,Merle,YES,Female,< 20,4,2,2,1,,KLN,HK-KU_Kwun Tong
65ddebacfc13ae1d74cd38d5,Norris,YES,Female,< 20,5,2,2,5,,KLN,HK-KC_Kowloon City
65ddebacfc13ae1d74cd38d6,Alvina,YES,Male,< 20,4,3,3,5,,NT,HK-TP_Tai Po
65ddebacfc13ae1d74cd38d7,Deonne,YES,Female,> 60,2,5,4,2,,KLN,HK-SS_Sham Shui Po
65ddebacfc13ae1d74cd38d8,Verene,YES,Female,< 20,3,4,4,4,,KLN,HK-SS_Sham Shui Po
65ddebacfc13ae1d74cd38d9,Andrea,YES,Male,21-40,1,1,4,4,,NT,HK-TP_Tai Po
65ddebacfc13ae1d74cd38da,Sadye,NO,Male,< 20,4,1,4,5,,NT,HK-ST_Sha Tin
65ddebacfc13ae1d74cd38db,Heinrik,YES,Male,< 20,5,2,2,1,,KLN,HK-YT_Yau Tsim Mong
65ddebacfc13ae1d74cd38dc,Briny,YES,Male,21-40,5,1,2,2,,KLN,HK-KC_Kowloon City
65ddebacfc13ae1d74cd38dd,Giavani,YES,Male,< 20,3,4,1,1,,KLN,HK-YT_Yau Tsim Mong
65ddebacfc13ae1d74cd38de,Max,YES,Male,41-60,5,3,2,3,,HK,HK-SO_Southern
65ddebacfc13ae1d74cd38df,Kearney,NO,Male,> 60,1,2,5,1,,HK,HK-NO_North
65ddebacfc13ae1d74cd38e0,Freda,YES,Female,< 20,2,3,4,3,,NT,HK-IS_Island
65ddebacfc13ae1d74cd38e1,Ardis,YES,Female,< 20,2,3,2,2,,HK,HK-EA_Eastern
65ddebacfc13ae1d74cd38e2,Oralle,YES,Female,> 60,2,2,1,4,,HK,HK-SO_Southern
65ddebacfc13ae1d74cd38e3,Alissa,YES,Female,> 60,5,2,3,3,,HK,HK-EA_Eastern
65ddebacfc13ae1d74cd38e4,Bearnard,YES,Female,< 20,2,4,5,5,,NT,HK-SK_Sai Kung
65ddebacfc13ae1d74cd38e5,Dora,YES,Female,< 20,3,2,5,2,,NT,HK-TM_Tusen Mun
65ddebacfc13ae1d74cd38e6,Iolanthe,YES,Female,21-40,1,3,2,2,,KLN,HK-SS_Sham Shui Po
65ddebacfc13ae1d74cd38e7,Melvin,YES,Female,< 20,3,2,1,1,,HK,HK-WC_Wan Chai
65ddebacfc13ae1d74cd38e8,Vilma,YES,Male,41-60,1,4,1,3,,NT,HK-IS_Island
65ddebacfc13ae1d74cd38e9,Karalynn,YES,Female,> 60,5,3,1,5,,HK,HK-CW_Central and Western
65ddebacfc13ae1d74cd38ea,Filmer,YES,Female,< 20,5,2,3,3,,HK,HK-SO_Southern
65ddebacfc13ae1d74cd38eb,Myca,YES,Female,21-40,4,2,4,5,,HK,HK-SO_Southern
65ddebacfc13ae1d74cd38ec,Valentine,YES,Male,21-40,5,3,2,2,,KLN,HK-YT_Yau Tsim Mong
65ddebacfc13ae1d74cd38ed,Rubetta,YES,Male,< 20,2,5,4,5,,KLN,HK-YT_Yau Tsim Mong
65ddebacfc13ae1d74cd38ee,Donetta,YES,Male,21-40,1,5,4,5,,NT,HK-SK_Sai Kung
65ddebacfc13ae1d74cd38ef,Inigo,YES,Female,< 20,3,2,3,4,,HK,HK-CW_Central and Western
65ddebacfc13ae1d74cd38f0,Dian,YES,Male,21-40,2,1,5,4,,KLN,HK-KC_Kowloon City
65ddebacfc13ae1d74cd38f1,Berk,YES,Female,> 60,1,5,1,4,,HK,HK-NO_North
65ddebacfc13ae1d74cd38f2,Doro,NO,Male,> 60,1,4,1,5,,KLN,HK-SS_Sham Shui Po
65ddebacfc13ae1d74cd38f3,Francklyn,YES,Male,41-60,5,5,1,4,,NT,HK-IS_Island
65ddebacfc13ae1d74cd38f4,Rurik,NO,Female,41-60,3,3,5,5,,HK,HK-NO_North
65ddebacfc13ae1d74cd38f5,Jada,YES,Female,41-60,3,2,5,5,,KLN,HK-SS_Sham Shui Po
65ddebacfc13ae1d74cd38f6,Abbey,NO,Male,41-60,5,2,4,5,,HK,HK-SO_Southern
65ddebacfc13ae1d74cd38f7,Aymer,YES,Female,21-40,1,2,4,3,,KLN,HK-YT_Yau Tsim Mong
65ddebacfc13ae1d74cd38f8,Mirelle,YES,Male,21-40,4,4,1,5,,HK,HK-NO_North
65ddebacfc13ae1d74cd38f9,Kynthia,YES,Female,< 20,2,1,1,5,,NT,HK-TP_Tai Po
65ddebacfc13ae1d74cd38fa,Vitoria,YES,Male,< 20,5,2,5,3,,NT,HK-IS_Island
65ddebacfc13ae1d74cd38fb,Dyna,YES,Male,< 20,1,5,4,4,,NT,HK-TM_Tusen Mun
65ddebacfc13ae1d74cd38fc,Jane,YES,Female,41-60,4,3,2,1,,KLN,HK-KC_Kowloon City
65ddebacfc13ae1d74cd38fd,Fitzgerald,YES,Male,< 20,1,2,5,2,,KLN,HK-KU_Kwun Tong
65ddebacfc13ae1d74cd38fe,Dav,YES,Male,< 20,1,2,5,1,,KLN,HK-SS_Sham Shui Po
65ddebacfc13ae1d74cd38ff,Thor,NO,Male,< 20,2,4,1,1,,NT,HK-ST_Sha Tin
65ddebacfc13ae1d74cd3900,Phillis,NO,Female,21-40,4,5,1,2,,KLN,HK-YT_Yau Tsim Mong
65ddebacfc13ae1d74cd3901,Mayor,YES,Female,< 20,3,2,5,2,,NT,HK-IS_Island
65ddebacfc13ae1d74cd3902,Shawn,YES,Male,< 20,3,3,2,2,,HK,HK-WC_Wan Chai
65ddebacfc13ae1d74cd3903,Joyce,YES,Male,21-40,1,1,4,5,,KLN,HK-WT_Wong Tai Sin
65ddebacfc13ae1d74cd3904,Adolphus,YES,Female,21-40,4,5,1,2,,KLN,HK-KC_Kowloon City
65ddebacfc13ae1d74cd3905,Jorey,YES,Male,21-40,3,1,5,4,,NT,HK-TM_Tusen Mun
65ddebacfc13ae1d74cd3906,Maggy,YES,Male,21-40,1,5,4,3,,KLN,HK-SS_Sham Shui Po
65ddebacfc13ae1d74cd3907,Stephana,YES,Female,< 20,3,2,2,2,,HK,HK-KI_Kwai Tsing
65ddebacfc13ae1d74cd3908,Andrej,YES,Female,> 60,2,5,5,3,,HK,HK-EA_Eastern
65ddebacfc13ae1d74cd3909,Denni,NO,Male,41-60,4,5,4,5,,HK,HK-EA_Eastern
65ddebacfc13ae1d74cd390a,Barn,NO,Female,21-40,5,5,3,1,,KLN,HK-KC_Kowloon City
65ddebacfc13ae1d74cd390b,Guglielmo,YES,Female,> 60,2,1,2,3,,HK,HK-WC_Wan Chai
65ddebacfc13ae1d74cd390c,Padget,YES,Female,< 20,1,4,4,1,,KLN,HK-KU_Kwun Tong
65ddebacfc13ae1d74cd390d,Gianni,YES,Male,> 60,3,3,4,3,,NT,HK-SK_Sai Kung
65ddebacfc13ae1d74cd390e,Mitchell,YES,Female,< 20,4,4,4,3,,HK,HK-WC_Wan Chai
65ddebacfc13ae1d74cd390f,Mickie,YES,Female,21-40,4,1,4,2,,KLN,HK-KC_Kowloon City
65ddebacfc13ae1d74cd3910,Emery,YES,Male,41-60,3,2,2,5,,HK,HK-EA_Eastern
65ddebacfc13ae1d74cd3911,Basia,NO,Female,41-60,2,3,1,3,,HK,HK-WC_Wan Chai
65ddebacfc13ae1d74cd3912,Diandra,YES,Female,21-40,4,4,3,4,,HK,HK-CW_Central and Western
65ddebacfc13ae1d74cd3913,Marthena,NO,Female,< 20,1,1,2,3,,HK,HK-SO_Southern
65ddebacfc13ae1d74cd3914,Kory,YES,Male,< 20,4,2,2,2,,HK,HK-WC_Wan Chai
65ddebacfc13ae1d74cd3915,Willey,NO,Female,< 20,4,1,2,2,,HK,HK-NO_North
65ddebacfc13ae1d74cd3916,Maryl,YES,Female,41-60,1,4,4,5,,KLN,HK-KU_Kwun Tong
65ddebacfc13ae1d74cd3917,Cedric,YES,Female,> 60,5,5,2,5,,KLN,HK-YT_Yau Tsim Mong
65ddebacfc13ae1d74cd3918,Angelika,YES,Female,< 20,4,1,4,1,,HK,HK-NO_North
65ddebacfc13ae1d74cd3919,Orion,YES,Male,< 20,3,3,3,2,,NT,HK-TP_Tai Po
65ddebacfc13ae1d74cd391a,Ross,YES,Male,21-40,2,1,1,5,,NT,HK-TW_Tsun Wan
65ddebacfc13ae1d74cd391b,Sula,YES,Female,41-60,2,1,2,2,,HK,HK-WC_Wan Chai
65ddebacfc13ae1d74cd391c,Shaun,YES,Male,< 20,3,3,5,5,,KLN,HK-KU_Kwun Tong
65ddebacfc13ae1d74cd391d,Opaline,YES,Male,< 20,2,5,3,2,,KLN,HK-SS_Sham Shui Po
65ddebacfc13ae1d74cd391e,Kayley,YES,Female,< 20,1,5,4,5,,HK,HK-KI_Kwai Tsing
65ddebacfc13ae1d74cd391f,Isahella,YES,Male,41-60,5,2,4,4,,NT,HK-YL_Yuen Long
65ddebacfc13ae1d74cd3920,Rica,YES,Male,41-60,4,5,3,2,,NT,HK-SK_Sai Kung
65ddebacfc13ae1d74cd3921,Garv,YES,Male,< 20,5,1,5,3,,NT,HK-TW_Tsun Wan
65ddebacfc13ae1d74cd3922,Brandy,YES,Female,< 20,3,1,5,4,,NT,HK-TW_Tsun Wan
65ddebacfc13ae1d74cd3923,Zea,YES,Female,< 20,5,4,3,2,,NT,HK-ST_Sha Tin
65ddebacfc13ae1d74cd3924,Shara,YES,Male,< 20,1,4,5,3,,HK,HK-WC_Wan Chai
65ddebacfc13ae1d74cd3925,Francisco,YES,Male,< 20,1,3,3,3,,KLN,HK-KU_Kwun Tong
65ddebacfc13ae1d74cd3926,Kaitlin,YES,Male,21-40,3,4,2,2,,NT,HK-ST_Sha Tin
65ddebacfc13ae1d74cd3927,Roxie,YES,Male,< 20,4,1,3,3,,NT,HK-TP_Tai Po
65ddebacfc13ae1d74cd3928,Berenice,YES,Female,41-60,4,3,3,1,,KLN,HK-SS_Sham Shui Po
65ddebacfc13ae1d74cd3929,Boycie,YES,Female,21-40,5,5,2,5,,KLN,HK-SS_Sham Shui Po
